Google Documents,理財幫手AndroMoney,2026/09/17,,,,,,,,,,,,
Id,幣別,金額,分類,子分類,日期,付款(轉出),收款(轉入),備註,Periodic,專案,商家(公司),uid,時間,status
659,TWD,2887,餐飲食品,午餐,20231210,信用卡,,,,遠東銀,,21898780a72d4f3099c21dac0daa15ce,1501,
660,TWD,1940,服飾美容,上衣,20231210,信用卡,,,,遠東銀,,68ec355583bf4594b6ef0fbc585fd237,2035,
661,TWD,640,餐飲食品,食材,20231213,信用卡,,,,富邦,,3afa710c9f7b4a24952d7b39250b78db,2020,
662,TWD,100000,餐飲食品,Wife,20231213,現金,,,,,,030c448180184e4db54b209859343bec,2021,
663,TWD,1880,圖書刊物,書籍,20231215,信用卡,,,,富邦,,7ee5543750d94b1d84be32950b073a57,1739,
664,TWD,3300,居家生活,網路費,20231215,信用卡,,,,富邦,,3d855804796446dd8e234ae900b06cce,1739,
665,TWD,10000,餐飲食品,cash,20231215,現金,,,,,,ec534bb87994499dbca6496ba4a77120,2027,
666,TWD,1500,稅務捐款,慈善捐款,20231216,信用卡,,,,富邦,,e179acf80c9043e088400578b0ee8615,1043,
667,TWD,16779,居家生活,家電用品,20231216,信用卡,,,,永豐,,21b18bbd38bf4727814a14c2d0a28009,1259,
668,TWD,2000,居家生活,家電用品,20231219,信用卡,,,,遠東銀,,a34e8b0294c4485699cabd9b91f77a88,756,
669,TWD,1476,汽機車,油錢,20231219,信用卡,,,,富邦,,8de4a16b724d4f1aa1b9b1f6c498e5b3,756,
670,TWD,2000,稅務捐款,慈善捐款,20231220,信用卡,,,,富邦,,d4305eb47ade43ac9bfb36edc543bd51,1617,
671,TWD,9430,餐飲食品,食材,20231220,信用卡,,,,富邦,,ef0ed60758c744e0b423642d1c0ba580,2019,
672,TWD,1314,餐飲食品,午餐,20231224,信用卡,,,,富邦,,d32dc319b7ce4994956f2706a460afd5,1530,
673,TWD,3974,服飾美容,上衣,20231224,信用卡,,,,富邦,,2eeeaea8af2f4b679960c9ef7a16189a,1608,
674,TWD,1211,餐飲食品,食材,20231224,信用卡,,,,富邦,,a240fcb04c6c489ebf63d39faf562663,1614,
675,TWD,20000,餐飲食品,cash,20231230,現金,,,,,,90cf4d6c7f854ffd9fc00cd770e7b151,2147,
676,TWD,20691,服飾美容,上衣,20231230,信用卡,,,,富邦,,f586272cb04341c49ec3db51423ab4de,2148,
677,TWD,1500,稅務捐款,慈善捐款,20240103,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20240103,,0
678,TWD,100000,餐飲食品,Wife,20240104,現金,,,,,,5e42788a19824d679d449124598d0196,717,
679,TWD,3600,服飾美容,上衣,20240104,信用卡,,,,富邦,,a3e5e091adf147908360b77dfe77c44c,717,
680,TWD,1500,稅務捐款,慈善捐款,20240105,信用卡,,"
",,富邦,,cf43a43704f74f7787793859b863b1b7,1144,
681,TWD,8092,服飾美容,上衣,20240106,信用卡,,,,永豐,,b92c0187554943c8add1e91a952eb6fe,1856,
682,TWD,2863,餐飲食品,晚餐,20240106,信用卡,,,,富邦,,e742ec1414b44b40bbd1923b465fb0d5,2030,
683,TWD,8000,餐飲食品,食材,20240113,現金,,,,,,7eaabe83e2554eccb86fc9db3a2efaed,2039,
684,TWD,1147,圖書刊物,書籍,20240113,信用卡,,,,富邦,,ec4ef2665cc1451e927fd6c85c02f7c0,2039,
685,TWD,1500,稅務捐款,慈善捐款,20240116,信用卡,,,,富邦,,f49b0f181b154613a91fa5c873ddda76,1222,
686,TWD,11604,居家生活,管理費,20240117,現金,,,,,,c9596b8e865b4955a8de61ff99c25adc,1847,
687,TWD,2000,稅務捐款,慈善捐款,20240119,信用卡,,,,富邦,,3a90ce72615246839030a558a4ac2c3c,1224,
688,TWD,4377,居家生活,電費,20240119,信用卡,,,,玉山,,2542466979014634be5abedaa777fded,1929,
689,TWD,1205,餐飲食品,晚餐,20240119,信用卡,,,,富邦,,73c404f5edd844e3a81bb31c51533217,1950,
690,TWD,27621,居家生活,家電用品,20240119,信用卡,,,,富邦,,7f1f5fafa75a4de6a7ba02a5d7733c30,2101,
691,TWD,11604,居家生活,管理費,20240121,現金,,,,,,66149f1b68e7418b8782f86411130eb2,2201,
692,TWD,1865,餐飲食品,晚餐,20240126,信用卡,,,,富邦,,8c56c469349c4f45923bb1898e407ff1,2019,
693,TWD,2710,餐飲食品,食材,20240128,信用卡,,,,富邦,,f25e630e113e4804a98ee382aade58d9,1724,
694,TWD,160000,餐飲食品,cash,20240130,現金,,,,,,ebbe12444b8e4e5e894b50c606738a92,1302,
695,TWD,100000,餐飲食品,Wife,20240202,現金,,,,,,0cd77b2dc97f4a7a826535ffcf6179f7,909,
696,TWD,1500,稅務捐款,慈善捐款,20240202,信用卡,,,,富邦,,a9db0a5d793f4942a3f295484a0f25e9,909,
697,TWD,1500,稅務捐款,慈善捐款,20240203,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20240203,,0
698,TWD,44599,餐飲食品,食材,20240203,信用卡,,,,富邦,,38dd11d7ec4b4922a83f9f772e50d4be,1537,
699,TWD,100000,休閒娛樂,旅行遊玩,20240206,現金,,,,,,0c61a2f6fb3d4cf0a88eb42ad7d0bac0,1224,
700,TWD,2470,餐飲食品,午餐,20240206,信用卡,,,,富邦,,296c2662620340f9bfcd5292da8b3a98,2102,
701,TWD,2970,餐飲食品,晚餐,20240206,信用卡,,,,富邦,,5e9ac684be3649a1babdec97149cc771,2102,
702,TWD,1595,餐飲食品,晚餐,20240207,信用卡,,,,富邦,,9e67728f68f44247967a7fc073b070ae,2001,
703,TWD,1700,餐飲食品,晚餐,20240208,信用卡,,,,富邦,,2eb27b5dc62346c5993846f9736735ca,2157,
704,TWD,998,餐飲食品,午餐,20240210,信用卡,,,,富邦,,3cd6bfb216c54cf2a7960c5291df70ba,1044,
705,TWD,1125,圖書刊物,書籍,20240211,信用卡,,,,富邦,,bb1826063f3d4effaebe77851eb799ec,1248,
706,TWD,4040,餐飲食品,午餐,20240211,信用卡,,,,永豐,,6826710caf284738a7f6f20afff8feb9,1643,
707,TWD,1500,汽機車,油錢,20240211,信用卡,,,,永豐,,71ecc016ce7c4218ba78883dae65c7b0,1643,
708,TWD,2400,餐飲食品,晚餐,20240212,信用卡,,,,富邦,,b445907c1f4342b1a4d6b055defd0ca0,2314,
709,TWD,1287,汽機車,油錢,20240212,信用卡,,,,永豐,,a26c344d46b1404eb9f2a0a4e27d40a9,2314,
710,TWD,6650,餐飲食品,晚餐,20240212,信用卡,,,,永豐,,0671c4db96954f48847741199220ad8b,2315,
711,TWD,895,服飾美容,上衣,20240212,信用卡,,,,永豐,,83a81338d6554d94adee77a21755bda5,2315,
712,TWD,13500,居家生活,家電用品,20240213,信用卡,,,,玉山,,FFE4B7ECFF654CBBB8F856281F072682,757,0
713,TWD,783,餐飲食品,食材,20240214,信用卡,,,,富邦,,B2D6711992FE4B4C880E9B6390D01570,1442,
714,TWD,1500,稅務捐款,慈善捐款,20240216,信用卡,,,,富邦,,974B64905B55457283875545BB9B500C,907,
715,TWD,1130,餐飲食品,晚餐,20240216,信用卡,,,,富邦,,856FF75CBF7949448D2570C1DED4D793,1922,
716,TWD,1662,餐飲食品,食材,20240217,信用卡,,,,富邦,,1BD18EA738A94481A29CF8789E2EC729,1502,
717,TWD,610,汽機車,油錢,20240217,信用卡,,,,富邦,,C82193640F41462FB30BA256DC8222CB,2130,
718,TWD,10000,稅務捐款,慈善捐款,20240219,信用卡,,,,永豐,,13A34652154F4D568AE5B59D8C5B80E3,2318,
719,TWD,2000,稅務捐款,慈善捐款,20240220,信用卡,,,,富邦,,1BE678E070394011B5678D00D46DC424,921,
720,TWD,2240,餐飲食品,食材,20240224,信用卡,,,,富邦,,4072002B3B7A433184E44EEC86FBFDFC,1550,
721,TWD,3707,餐飲食品,晚餐,20240224,信用卡,,,,永豐,,0F41C9E242C2408F84A8BA37ACC5CFFB,2020,
722,TWD,986,餐飲食品,食材,20240224,信用卡,,,,永豐,,AAC5C80FB36E49E9B21DCCA336703D45,1325,
723,TWD,628,餐飲食品,食材,20240228,信用卡,,,,富邦,,95469D8C0A8A43C5B1933E59684279DD,1728,
724,TWD,1500,稅務捐款,慈善捐款,20240302,信用卡,,,,富邦,,4EBE552BDB324D48A86C33525459A037,820,
725,TWD,1369,汽機車,油錢,20240302,信用卡,,,,永豐,,3AF14E2705494FB091C466AE14935D3B,2057,
726,TWD,1500,稅務捐款,慈善捐款,20240303,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20240303,,0
727,TWD,3250,休閒娛樂,旅行遊玩,20240302,信用卡,,,,永豐,,2C421DC8365541AAB0647A7C5ACD6DDE,1519,
728,TWD,2912,餐飲食品,晚餐,20240302,信用卡,,,,富邦,,7E9D1ED3D5844D53BCBEBC727AA5AEE9,2115,
729,TWD,100000,餐飲食品,Wife,20240302,現金,,,,,,8F8608EF65934261A73206F8FD74D580,14,
730,TWD,10000,餐飲食品,cash,20240302,現金,,,,,,42C3B6379FA846E5AE99CAF486464FBB,14,
731,TWD,1000,稅務捐款,慈善捐款,20240302,信用卡,,,,富邦,,9DAC92B38370413A865D8834F3B7E8E5,1030,
732,TWD,173710,稅務捐款,綜所稅,20240302,信用卡,,,,永豐,,32F53253D7DC4D52AA742EDB74EFE92E,2227,
733,TWD,10000,餐飲食品,cash,20240302,現金,,,,,,692983863D07479AA4B25F8DAB111954,2310,
734,TWD,2100,服飾美容,上衣,20240307,信用卡,,,,永豐,,7D2D47D1AA2B49508BAEF5193AEF32C1,1635,
735,TWD,2353,服飾美容,上衣,20240307,信用卡,,,,富邦,,9B5CD0C0044D4CBFBC2A5679671A0D3A,1740,
736,TWD,100000,稅務捐款,慈善捐款,20240307,信用卡,,,,永豐,,E011AB2C58E348D7ABE0B0D8E651483B,1858,
737,TWD,1999,餐飲食品,食材,20240307,信用卡,,,,富邦,,2125C0A379BB445795C2F94B0E1667DC,1951,
738,TWD,72769,休閒娛樂,旅行遊玩,20240310,信用卡,,,,永豐,,377F380EC72249B4B5309C1B8C72EA52,0,
739,TWD,20000,居家生活,傢俱,20240314,現金,,冷氣清洗,,,,CDA49315119942ADBAD034A27FFCCE32,0,0
740,TWD,5082,餐飲食品,晚餐,20240314,信用卡,,,,永豐,,931DDEDD589B4332B5BB76B505470561,0,
741,TWD,1435,圖書刊物,書籍,20240316,信用卡,,,,富邦,,9BCD7CEB24C54AC6A2C3B1198A52A5D9,0,
742,TWD,1500,稅務捐款,慈善捐款,20240316,信用卡,,,,富邦,,62420A74319144F992285E0BBE515764,0,
743,TWD,1834,餐飲食品,晚餐,20240316,信用卡,,,,富邦,,218100AB3A3C4E6FA8D826E3B02E8E43,0,
744,TWD,2000,稅務捐款,慈善捐款,20240320,信用卡,,,,富邦,,AC7D698687D044A7AFF277BA6F494BC7,0,
745,TWD,3653,居家生活,電費,20240322,信用卡,,,,玉山,,82050F457EB14354B2E888276B4B6A7B,0,0
746,TWD,10000,餐飲食品,cash,20240322,現金,,,,,,68B4ABAFF5284175B533A5334F8603D3,0,0
747,TWD,2332,餐飲食品,晚餐,20240323,信用卡,,,,富邦,,E0CCFEC1D8244551BE85B539A74CF56C,0,
748,TWD,20000,汽機車,維修保養,20240326,現金,,,,,,9D1C7401AAE7424289A3A52229BED22B,0,
749,TWD,1484,汽機車,油錢,20240328,信用卡,,,,永豐,,1FAE135A2D5D4455B0CB289009D96FCF,0,
750,TWD,965,居家生活,家電用品,20240328,信用卡,,,,富邦,,385BA622E0BA44638FBE57B193A1638D,0,
751,TWD,4040,居家生活,家電用品,20240328,信用卡,,,,永豐,,B80A54536B3F447B8410E1E0403E0EE9,0,
752,TWD,3487,餐飲食品,晚餐,20240329,信用卡,,,,富邦,,B70137E85A1C4A0AA85BF5E098CAF4C2,0,
753,TWD,639,餐飲食品,晚餐,20240329,信用卡,,,,富邦,,D3913753F6AD4F218EEE2BACCF1C47D6,0,
754,TWD,10000,餐飲食品,cash,20240329,現金,,,,,,17A980C06A0B4BA08A0B53304E5945AE,0,
755,TWD,1500,稅務捐款,慈善捐款,20240401,信用卡,,,,富邦,,99FD922FB962457A92EF79066D0A84A9,0,
756,TWD,100000,餐飲食品,Wife,20240402,現金,,,,,,9F6AB6EBB18D42DA9164760A9E2EF583,0,0
757,TWD,1500,稅務捐款,慈善捐款,20240403,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20240403,,0
758,TWD,1760,餐飲食品,午餐,20240401,信用卡,,,,富邦,,AD0BF26D300A41859C0C1A7313B78D8F,0,
759,TWD,1000,稅務捐款,慈善捐款,20240408,信用卡,,,,富邦,,77FD2B2DA3E84340A80215E079C3521A,0,
760,TWD,7120,汽機車,牌照稅,20240409,信用卡,,,,玉山,,2C1EBC965BD24176B81CE51F633D8F9F,0,
761,TWD,7120,汽機車,牌照稅,20240409,信用卡,,,,玉山,,93106E13B47F448D944455C797AF6C19,0,
762,TWD,1500,稅務捐款,慈善捐款,20240409,信用卡,,,,富邦,,1656AA14F87B4995B853B1EB97AED83C,0,
763,TWD,1500,稅務捐款,慈善捐款,20240416,信用卡,,,,富邦,,D2FC0E6893AF48CBB91F4FF820337B3E,0,
764,TWD,10434,餐飲食品,食材,20240417,信用卡,,,,富邦,,7F0595EA4D6F485DA0F61195CE1D457C,0,
765,TWD,2000,稅務捐款,慈善捐款,20240419,信用卡,,,,富邦,,711B4514D0224DA297345911CDC8B56D,0,
766,TWD,10000,餐飲食品,cash,20240420,現金,,,,,,68C9A9308173457D904BD4044FF44BBA,0,
767,TWD,4637,餐飲食品,食材,20240420,信用卡,,,,富邦,,9279DB0EBAC6498E89C4F1E6BADD89DE,0,
768,TWD,1326,汽機車,油錢,20240420,信用卡,,,,永豐,,C0F1CA9C26D24CF088D6466DAAE34356,0,
769,TWD,11604,居家生活,管理費,20240420,現金,,,,,,9DAA6C9A371947D09E0DBB265C2707F5,0,
770,TWD,30000,居家生活,家電用品,20240421,現金,,,,,,2623E7C3AFD741918FFC1D5933AA4DC7,0,0
771,TWD,1175,餐飲食品,晚餐,20240426,信用卡,,,,富邦,,268874FD9EB54D679C9BD4A1931C78D3,0,
772,TWD,500,餐飲食品,食材,20240427,信用卡,,,,富邦,,17EFC254B8334133930B6E06C924D94B,0,
773,TWD,4100,餐飲食品,食材,20240428,信用卡,,,,富邦,,5614FDDA68DA4E4382A5140A76E2248D,0,
774,TWD,10000,餐飲食品,cash,20240501,現金,,,,,,676758BA9A4443D3B8AD25759FBBF253,0,
775,TWD,35528,居家生活,房屋稅,20240501,信用卡,,,,玉山,,15768438880D49019CF425B8420C8F6D,0,0
776,TWD,1500,稅務捐款,慈善捐款,20240502,信用卡,,,,富邦,,C63473BA23D3417AAD30A68D7AD2E667,0,
777,TWD,1500,稅務捐款,慈善捐款,20240503,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20240503,,0
778,TWD,100000,餐飲食品,Wife,20240502,現金,,,,,,019F6670715B4EE5895497C0A408AA30,0,
779,TWD,35000,教育學習,補習費,20240502,現金,,,,,,DE79E87AB15D49648C22D69C380F49E1,0,
780,TWD,10000,餐飲食品,cash,20240505,現金,,,,,,2F21F4E9CF214F2FB7C805614905BE4F,0,
781,TWD,1367,居家生活,家電用品,20240505,信用卡,,,,富邦,,0685C05230DE42E5A1702624FE792E84,0,
782,TWD,1199,圖書刊物,書籍,20240505,信用卡,,,,富邦,,039D9C6111474B6F9D0B37F52400F3E2,0,
783,TWD,8165,醫療保健,保險,20240506,現金,,,,,,CDD9C8BEFDE849C19DB67EDE3C48C1C6,0,
784,TWD,1068134,稅務捐款,綜所稅,20240506,信用卡,,,,玉山,,0849F5BE5A664F69A360F0D0181C367A,0,
785,TWD,1500,稅務捐款,慈善捐款,20240509,信用卡,,,,富邦,,79D830C771244C3E92943D1C16039C6E,0,
786,TWD,5990,居家生活,家電用品,20240511,信用卡,,,,永豐,,FE854CD5C26D483099F5453A5C87DAD7,0,
787,TWD,1481,汽機車,油錢,20240511,信用卡,,,,富邦,,DE505357F140412C81DE4E648333AEC6,0,
788,TWD,42000,醫療保健,保險,20240515,信用卡,,,,富邦,,DB7DBEE74A9E409497061444DBFB6F23,0,
789,TWD,1500,稅務捐款,慈善捐款,20240415,信用卡,,,,富邦,,A3518994EA964F4D98916D6CB5BDB806,0,
790,TWD,949,圖書刊物,書籍,20240518,信用卡,,,,富邦,,87CD2EC43CDC4726B4835FDADAEBE637,0,
791,TWD,1991,餐飲食品,食材,20240518,信用卡,,,,富邦,,E412159A733140F5965402EABD682DED,0,
792,TWD,2000,稅務捐款,慈善捐款,20240518,信用卡,,,,富邦,,1043FA1DB52E414C8F9B0424A9ADAC3F,0,
793,TWD,4934,居家生活,電費,20240523,信用卡,,,,玉山,,4626E8B74910470EBA14EFFE0F69616B,0,
794,TWD,520000,居家生活,房地產,20240523,現金,,,,,,1EEFCE171E584AFB8FC54F4280F13F01,0,0
795,TWD,6093,居家生活,家電用品,20240525,信用卡,,,,富邦,,8A9C1CBBE5D548DD871008B6BC81094B,0,
796,TWD,9006,餐飲食品,食材,20240526,信用卡,,,,富邦,,38759CAFB64B453A85B0A665D4A5CD43,0,
797,TWD,2990,服飾美容,上衣,20240526,信用卡,,,,永豐,,7CD8E864D80840C3B5875C17E1CD5CB3,0,
798,TWD,13864,休閒娛樂,旅行遊玩,20240528,信用卡,,,,富邦,,AA6A4F1C9F0646BD87D31DC7A4D94750,0,
799,TWD,1420,休閒娛樂,旅行遊玩,20240601,信用卡,,,,永豐,,88DA7A26F78C4619A41D5CEFA21DB93A,0,
800,TWD,1420,休閒娛樂,旅行遊玩,20240601,信用卡,,,,永豐,,DBBE14BAF7AF44C78903755C9389AF84,0,
801,TWD,2833,餐飲食品,午餐,20240601,信用卡,,,,永豐,,412F4F4494DE44A19BFB6C0F8A661392,0,
802,TWD,3258,服飾美容,上衣,20240601,信用卡,,,,永豐,,2FC9962DA6CD46589307146345E82288,0,
803,TWD,3975,服飾美容,上衣,20240601,信用卡,,,,永豐,,F0D22B3AB2684E659C44AE1EBE2FA978,0,
804,TWD,3432,服飾美容,上衣,20240601,信用卡,,,,永豐,,7D36AA63C6594475B1615974205B62E6,0,
805,TWD,1500,稅務捐款,慈善捐款,20240603,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20240603,,0
806,TWD,1000,稅務捐款,慈善捐款,20240605,信用卡,,,,,,6C598C78F06043AC82B9FD55F074B98A,0,
807,TWD,456,居家生活,水費,20240605,信用卡,,,,玉山,,92ECE72EE2194004AD43FB952E53A33C,0,
808,TWD,100000,餐飲食品,Wife,20240606,現金,,,,,,46F4AB7637754A0A89A2E77114A81A5C,0,
809,TWD,888,餐飲食品,食材,20240606,信用卡,,,,富邦,,1541A025BD9A4ADAB499A0DB409F7AFF,0,
810,TWD,269991,醫療保健,保險,20240608,信用卡,,,,永豐,,197873B36A3D473B8AC5649BA22FB21D,0,
811,TWD,7333,餐飲食品,食材,20240608,信用卡,,,,富邦,,E579EE09DD044987BBD704D1610B756E,0,
812,TWD,10000,餐飲食品,cash,20240609,現金,,,,,世紀享,46F19833F006427EB9E58994F4C9366D,0,
813,TWD,11133,休閒娛樂,旅行遊玩,20240609,信用卡,,,,富邦,,3612EE45AD484286A528206AB8FE23D1,0,
814,TWD,1500,稅務捐款,慈善捐款,20240609,信用卡,,,,富邦,,D34A75CAB1D14DB59A50EB7E3F2925F6,0,
815,TWD,1430,汽機車,油錢,20240610,信用卡,,,,永豐,,1AD7BAAA2FC440A5AF80B96AF07184F6,0,
816,TWD,1900,稅務捐款,慈善捐款,20240616,信用卡,,,,富邦,,47B37BE8B4C54FD3A72AAE9FDFD17153,0,
817,TWD,1336,餐飲食品,食材,20240616,信用卡,,,,富邦,,4BBF9F05FEAE4E9188F4D5B8086914E3,0,
818,TWD,2000,稅務捐款,慈善捐款,20240620,信用卡,,,,富邦,,9C8F0FFF1A374B51AC92017ED767E805,0,
819,TWD,2000,稅務捐款,慈善捐款,20240623,信用卡,,,,富邦,,3A09B3F0029A4E4A8D0607A039EC0090,0,
820,TWD,14097,教育學習,補習費,20240627,信用卡,,,,富邦,,2BBB91D5BEAA44D497D253EFE671BAC8,0,
821,TWD,1998,居家生活,家電用品,20240628,信用卡,,,,富邦,,423A19413C3443FD8B84BA4507EBBBA7,0,
822,TWD,840,餐飲食品,午餐,20240628,信用卡,,,,富邦,,493175C593944C5FBF653858D7E970BC,0,
823,TWD,6859,服飾美容,上衣,20240701,信用卡,,,,富邦,,C21EC52392EB4D43B151BF80D2B091EB,0,
824,TWD,2638,服飾美容,上衣,20240701,信用卡,,,,富邦,,6CC770B93AE142BC83182BE7D5F7513A,0,
825,TWD,1989,服飾美容,上衣,20240701,信用卡,,,,富邦,,8AA6B5FC9C374E949BADA886DB1A4AFB,0,
826,TWD,1714,居家生活,家電用品,20240701,信用卡,,,,富邦,,2A8A6B943E60426CB983FC417575C653,0,
827,TWD,3614,餐飲食品,晚餐,20240701,信用卡,,,,富邦,,9A73F03C7F714ECCB211D487FF68326F,0,
828,TWD,1500,稅務捐款,慈善捐款,20240702,信用卡,,,,富邦,,F6F273FAE74F47D2BE0513FD3B2EDBB3,0,0
829,TWD,1034,餐飲食品,食材,20240701,信用卡,,,,永豐,,087AA58C85A246D7AB88A1274C7511CF,0,
830,TWD,1813,餐飲食品,晚餐,20240701,信用卡,,,,永豐,,17ECE3B534ED4BF8B65015A4C809F68F,0,
831,TWD,1500,稅務捐款,慈善捐款,20240703,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20240703,,0
832,TWD,100000,餐飲食品,Wife,20240703,現金,,,,,,B12432EB2F0740ACAB9474D9685E51EE,0,
833,TWD,1931,餐飲食品,午餐,20240704,信用卡,,,,永豐,,47DE58CBC1A84AAFA8C1164DC1D65774,0,
834,TWD,1070,餐飲食品,晚餐,20240704,信用卡,,,,富邦,,BAC1F8A8DFC946AEB9554302E0ECACEC,0,
835,TWD,1000,稅務捐款,慈善捐款,20240705,信用卡,,,,富邦,,47A8B6F963764B2DBA53EA8ABD005041,0,
836,TWD,500,3C通訊,手機,20240705,信用卡,,,,富邦,,D2E0C3A92B8040CB8B4744E9B75BF1E7,0,
837,TWD,3066,餐飲食品,午餐,20240706,信用卡,,,,永豐,,8096AA4CFB7B4BE8B5B9F8122B78C41B,0,
838,TWD,14000,服飾美容,上衣,20240706,信用卡,,,,永豐,,1718B5A974114C4FA4818DFB90C8CD1A,0,
839,TWD,13510,服飾美容,上衣,20240706,信用卡,,,,永豐,,F9CEDE38FA8242B69208708969C63A28,0,
840,TWD,13510,服飾美容,上衣,20240707,信用卡,,,,永豐,,ECCCD49D05B04F41A4832D9FBF692C31,0,
841,TWD,2033,餐飲食品,午餐,20240707,信用卡,,,,永豐,,D61599040BE244ECA7AE0D0843F00937,0,
842,TWD,1246,休閒娛樂,旅行遊玩,20240707,信用卡,,,,富邦,,2CCF5B46F48743A3AAAE681118FC56D7,0,
843,TWD,1500,稅務捐款,慈善捐款,20240709,信用卡,,,,富邦,,4DD2473B05574F82AF9FB14A9D1A33C3,0,
844,TWD,4099,餐飲食品,午餐,20240713,信用卡,,,,富邦,,FE07AB83A73F485D998E09C60BAD22BA,0,
845,TWD,2290000,汽機車,汽車,20240713,現金,,,,,,63B559A78A31468E88A2E72203BE1082,0,
846,TWD,6060,服飾美容,上衣,20240713,信用卡,,,,永豐,,0D48C30C29C641A8BC95D46A3206B719,0,
847,TWD,33000,服飾美容,配件,20240713,信用卡,,,,永豐,,9347F28732F9422283F3CE4D01421D41,0,
848,TWD,6511,餐飲食品,食材,20240714,信用卡,,,,永豐,,178B2DC3C4DC4227A1366DE26C90C9D3,0,
849,TWD,11604,居家生活,管理費,20240714,現金,,,,,,6A9E8A7F6CE8453690F85987AE11C00B,0,0
850,TWD,4800,汽機車,燃料費,20240715,信用卡,,,,永豐,,A908B119B2214D8AA322AD42D4952B1A,0,
851,TWD,1500,稅務捐款,慈善捐款,20240716,信用卡,,,,富邦,,4FF22D6D69BB44649FA2B72CD6F05F30,0,
852,TWD,2000,稅務捐款,慈善捐款,20240719,信用卡,,,,富邦,,61777399F2684F9BBD50379A05568B1D,0,
853,TWD,10000,餐飲食品,cash,20240720,現金,,,,,世紀享,397BF69CA500455082DFABA7BAB84232,0,
854,TWD,4800,餐飲食品,食材,20240720,現金,,,,,華生,0E3EC789CD8E49B69ED50EEB19CFB814,0,
855,TWD,2384,餐飲食品,午餐,20240720,信用卡,,,,永豐,,D2B94164C5F1402D927182104386556F,0,
856,TWD,2799,餐飲食品,食材,20240720,信用卡,,,,永豐,華生,A8D7CDBD61B0475F85DE442CD2FC4E59,0,
857,TWD,7191,居家生活,電費,20240723,信用卡,,,,玉山,,4F88A11DF0564DF595E5F5E816EBCD9A,0,
858,TWD,1726,汽機車,油錢,20240727,信用卡,,,,永豐,,3FE9C89CB2D14937AC048C285D46B2D3,0,
859,TWD,10000,餐飲食品,cash,20240727,現金,,,,,,9FEEAFAD503A4ED995FA8D19E95CA87A,0,0
860,TWD,1050,居家生活,家電用品,20240728,信用卡,,,,富邦,,BA322D7E97244B109DFD18F34ED5B15C,0,
861,TWD,526,居家生活,水費,20240801,信用卡,,,,玉山,,5E6DD6C10DDE4777B379689B0950953A,0,
862,TWD,100000,餐飲食品,Wife,20240801,現金,,,,,,4CA6E52EFF2E40B3AB3729EB83E5F576,0,
863,TWD,1500,稅務捐款,慈善捐款,20240803,信用卡,,,1|20211003|20260903||2|1,,,e9ec2a398cd94d7cbe88b2298330d995_20240803,,0
864,TWD,1507,3C通訊,電話費,20240803,信用卡,,,,富邦,,88B8A1A4140E4A9AAA69484FF199799A,0,
865,TWD,1450,汽機車,油錢,20240807,信用卡,,,,永豐,,C9AAAF6342C942FDACC7E377EF3D014D,0,
866,TWD,10000,餐飲食品,cash,20240807,現金,,,,,,952DB38DDC274B01A4D4E94BC1321083,0,
867,TWD,520000,居家生活,房地產,20240809,現金,,,,,,56DC8EE2B36045B28BEC27F50ED9B680,0,
868,TWD,1500,稅務捐款,慈善捐款,20240809,信用卡,,,,富邦,,18B87E8A46B144DC8585C1D4B8A55382,0,
869,TWD,5500,休閒娛樂,旅行遊玩,20240809,信用卡,,,,永豐,,6F68209CD37D4D7C9A671DBF01E469A5,0,
870,TWD,1013,休閒娛樂,旅行遊玩,20240809,信用卡,,,,富邦,,E71B165FB2A24B068FC6C82064EADB49,0,
871,TWD,8020,休閒娛樂,旅行遊玩,20240810,信用卡,,,,永豐,,6BEB57AAC5204E10BBED2A08523C1DA8,0,
872,TWD,2144,休閒娛樂,旅行遊玩,20240811,信用卡,,,,永豐,,4F1B1F5BA5844B3D985C5CADB6201863,0,
873,TWD,2020,汽機車,油錢,20240816,信用卡,,,,永豐,,CAEA5FBCD13D4A04937F043C0EA29724,0,
874,TWD,10000,餐飲食品,cash,20240817,現金,,,,,,0FF2257B61C7459DA6A473CF32373F08,0,
875,TWD,6444,餐飲食品,食材,20240817,信用卡,,,,Costco,,9160688F8DF24D32A6AAA64969A4508E,0,
876,TWD,2372,餐飲食品,食材,20240818,信用卡,,,,富邦,,2CE643640CD14BE09FA3C4EE231FD02B,0,
877,TWD,3010,餐飲食品,晚餐,20240823,信用卡,,,,富邦,,8574733DFC584604BE2D3F5A44E4379E,0,
878,TWD,2090,餐飲食品,食材,20240824,信用卡,,,,富邦,,3F13B911B0F14B9F98426A12C7646348,0,
879,TWD,896,餐飲食品,食材,20240824,信用卡,,,,富邦,,DD920B2D4CF3461595498CF69F8AC930,0,
